dataset,weight_mode,label_mode,metric,best,median,mean,worst,delta_pretrained_minus_random
electricity,random-reset,na,PDS_pearson_mae_h96_score,0.1311460006517155,0.1244592982651357,0.1262576992264365,0.1231677987624582,-0.3355502286872976
electricity,pretrained,na,PDS_pearson_mae_havg_score,-0.3452431163774276,-0.3668016225667783,-0.3630781572539676,-0.3771897328176966,-0.7174572853479029
electricity,random-reset,na,PDS_pearson_mae_havg_score,0.3611375210426746,0.3506556627811246,0.3510340080643908,0.3413088403693731,-0.7174572853479029
electricity,pretrained,na,PDS_pearson_mse_h192_score,-0.1571604666076054,-0.1770293221099189,-0.1745686513303974,-0.1895161652736678,-0.2446266244426678
electricity,random-reset,na,PDS_pearson_mse_h192_score,0.071588538480714,0.0675973023327489,0.0686474630368418,0.0667565482970625,-0.2446266244426678
electricity,pretrained,na,PDS_pearson_mse_h336_score,-0.2074390962349795,-0.2178517961153291,-0.2150167183981427,-0.2197592628441196,-0.2999345274195627
electricity,random-reset,na,PDS_pearson_mse_h336_score,0.0886775265223363,0.0820827313042336,0.0815103218524727,0.0737707077308481,-0.2999345274195627
electricity,pretrained,na,PDS_pearson_mse_h720_score,-0.2151772754669011,-0.2245637281187942,-0.2216339176784398,-0.2251607494496243,-0.2504050157039558
electricity,random-reset,na,PDS_pearson_mse_h720_score,0.0341173900751692,0.0258412875851616,0.0258144427129613,0.017484650478553,-0.2504050157039558
electricity,pretrained,na,PDS_pearson_mse_h96_score,-0.1001611137922591,-0.1074148390056898,-0.1062625879581687,-0.1112118110765572,-0.1809430308955456
electricity,random-reset,na,PDS_pearson_mse_h96_score,0.0761388309065379,0.0735281918898558,0.0739538050213511,0.0721943922676595,-0.1809430308955456
electricity,pretrained,na,PDS_pearson_mse_havg_score,-0.2783076965561105,-0.298467353792066,-0.2953593204881626,-0.3093029111163113,-0.5838705179531389
electricity,random-reset,na,PDS_pearson_mse_havg_score,0.2939825106696767,0.2854031641610729,0.2862853007370827,0.2794702273804984,-0.5838705179531389
electricity,pretrained,na,PDS_spearman_mae_h192_score,-0.1582708733878074,-0.1729896409116398,-0.1696673547453107,-0.177741549936485,-0.2221354077259358
electricity,random-reset,na,PDS_spearman_mae_h192_score,0.0795813556436754,0.049145766814296,0.0539009243046734,0.0329756504560488,-0.2221354077259358
electricity,pretrained,na,PDS_spearman_mae_h336_score,-0.1442426879127041,-0.1536258060962909,-0.1530711827609358,-0.1613450542738123,-0.2784455609629095
electricity,random-reset,na,PDS_spearman_mae_h336_score,0.1329336469026447,0.1248197548666186,0.1205656061290974,0.103943416618029,-0.2784455609629095
electricity,pretrained,na,PDS_spearman_mae_h720_score,-0.1663843183872924,-0.1747217286938808,-0.1728048956104111,-0.1773086397500601,-0.3492908391126217
electricity,random-reset,na,PDS_spearman_mae_h720_score,0.1804948479932708,0.1745691104187409,0.1740772808161957,0.1671678840365754,-0.3492908391126217
